Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Hostalric,251193,Selva,Comarques Gironines,2017,4106,47,6888,11.45,1678,147,0.8936,0.5765,0.000455,0.000461,,,,,,,,,,,,,,,,
Igualada,250061,Anoia,Penedès,2017,39316,715,119268,18.19,3034,167,0.9203,0.8279,0.006927,0.007978,50,57,30,132,159,65,183,39,6182,22150,9946,23408,21119,6323,25715,4425
Isona i Conca Dellà,250096,Pallars Jussà,Alt Pirineu i Aran,2017,1027,15,1084,14.61,1056,72,,,0.000145,0.000073,,,,,,,,,,,,,,,,
Isòvol,430038,Cerdanya,Alt Pirineu i Aran,2017,270,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Ivars d'Urgell,439044,Pla d'Urgell,Ponent,2017,1568,13,1384,8.29,883,106,,,0.000126,0.000093,,,,,,,,,,,,,,,,
Ivars de Noguera,430075,Noguera,Ponent,2017,332,1,23,3.01,69,23,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Ivorra,430136,Segarra,Ponent,2017,107,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Jafre,80057,Baix Empordà,Comarques Gironines,2017,393,3,224,7.63,570,75,,,0.000029,0.000015,,,,,,,,,,,,,,,,
"Jonquera, la",439060,Alt Empordà,Comarques Gironines,2017,3157,261,77066,82.67,24411,295,,,0.002529,0.005155,,,,,,,,,,,,,,,,
Jorba,430167,Anoia,Penedès,2017,823,6,1645,7.29,1999,274,,,0.000058,0.00011,,,,,,,,,,,,,,,,
Josa i Tuixén,430173,Alt Urgell,Alt Pirineu i Aran,2017,115,1,34,8.7,296,34,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Juià,170118,Gironès,Comarques Gironines,2017,334,2,146,5.99,437,73,,,0.000019,0.00001,,,,,,,,,,,,,,,,
Juncosa,170622,Garrigues,Ponent,2017,408,8,473,19.61,1159,59,,,0.000078,0.000032,,,,,,,,,,,,,,,,
Juneda,250812,Garrigues,Ponent,2017,3383,32,3937,9.46,1164,123,,,0.00031,0.000263,,,,,,,,,,,,,,,,
Les,430542,Aran,Alt Pirineu i Aran,2017,955,19,5821,19.9,6095,306,0.3684,0.0785,0.000184,0.000389,,,,,,,,,,,,,,,,
Linyola,80787,Pla d'Urgell,Ponent,2017,2626,26,2337,9.9,890,90,,,0.000252,0.000156,,,,,,,,,,,,,,,,
"Llacuna, la",82541,Anoia,Penedès,2017,863,8,462,9.27,535,58,,,0.000078,0.000031,,,,,,,,,,,,,,,,
Lladó,80790,Alt Empordà,Comarques Gironines,2017,773,4,227,5.17,294,57,,,0.000039,0.000015,,,,,,,,,,,,,,,,
Lladorre,81017,Pallars Sobirà,Alt Pirineu i Aran,2017,225,1,60,4.44,267,60,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Lladurs,250426,Solsonès,Comarques Centrals,2017,183,1,245,5.46,1339,245,,,0.00001,0.000016,,,,,,,,,,,,,,,,
"Llagosta, la",170221,Vallès Oriental,Metropolità,2017,13343,166,14331,12.44,1074,86,0.9759,0.8902,0.001608,0.000959,6,12,8,22,27,9,75,7,474,2903,940,2136,1375,735,4970,798
Llagostera,430271,Gironès,Comarques Gironines,2017,8229,96,13524,11.67,1643,141,0.7708,0.6181,0.00093,0.000905,,,,,,,,,,,,,,,,
Llambilles,430287,Gironès,Comarques Gironines,2017,716,8,1772,11.17,2475,222,,,0.000078,0.000119,,,,,,,,,,,,,,,,
Llanars,439076,Ripollès,Comarques Gironines,2017,507,5,371,9.86,732,74,,,0.000048,0.000025,,,,,,,,,,,,,,,,
Llançà,171899,Alt Empordà,Comarques Gironines,2017,4796,93,10700,19.39,2231,115,,,0.000901,0.000716,,,,,,,,,,,,,,,,
Llardecans,251636,Segrià,Ponent,2017,470,11,832,23.4,1770,76,,,0.000107,0.000056,,,,,,,,,,,,,,,,
Llavorsí,430568,Pallars Sobirà,Alt Pirineu i Aran,2017,359,9,866,25.07,2412,96,,,0.000087,0.000058,,,,,,,,,,,,,,,,
Lleida,430574,Segrià,Ponent,2017,137327,2188,356440,15.93,2596,163,0.9095,804,0.021199,0.023843,153,166,102,391,488,189,575,124,22672,48329,41670,72055,53967,19284,82937,15526
Llers,430580,Alt Empordà,Comarques Gironines,2017,1211,16,6416,13.21,5298,401,,,0.000155,0.000429,,,,,,,,,,,,,,,,
Lles de Cerdanya,250925,Cerdanya,Alt Pirineu i Aran,2017,253,1,241,3.95,953,241,,,0.00001,0.000016,,,,,,,,,,,,,,,,
Lliçà d'Amunt,250962,Vallès Oriental,Metropolità,2017,14933,89,13155,5.96,881,148,573,0.3307,0.000862,0.00088,7,17,7,12,3,8,26,9,412,4098,964,2733,196,232,3939,581
Lliçà de Vall,430635,Vallès Oriental,Metropolità,2017,6386,64,21128,10.02,3308,330,,,0.00062,0.001413,,,,,,,,,,,,,,,,
Llimiana,80885,Pallars Jussà,Alt Pirineu i Aran,2017,142,1,65,7.04,458,65,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Llinars del Vallès,80945,Vallès Oriental,Metropolità,2017,9749,118,24118,12.1,2474,204,0.7966,0.4556,0.001143,0.001613,,,,,,,,,,,,,,,,
Llívia,251018,Cerdanya,Alt Pirineu i Aran,2017,1415,21,2019,14.84,1427,96,,,0.000203,0.000135,,,,,,,,,,,,,,,,
"Lloar, el",251023,Priorat,Camp de Tarragona,2017,117,1,52,8.55,444,52,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Llobera,259031,Solsonès,Comarques Centrals,2017,201,1,86,4.98,428,86,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Llorac,170865,Conca de Barberà,Camp de Tarragona,2017,93,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Llorenç del Penedès,81043,Baix Penedès,Penedès,2017,2302,32,3627,13.9,1576,113,,,0.00031,0.000243,,,,,,,,,,,,,,,,
Lloret de Mar,81056,Selva,Comarques Gironines,2017,36878,654,97889,17.73,2654,150,0.9312,0.7893,0.006336,0.006548,18,39,68,128,162,33,170,36,4265,7371,11063,24215,15365,2285,30186,3139
"Llosses, les",430803,Ripollès,Comarques Gironines,2017,210,1,25,4.76,119,25,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Lluçà,251364,Osona,Comarques Centrals,2017,279,3,86,10.75,308,29,,,0.000029,0.000006,,,,,,,,,,,,,,,,
Maçanet de Cabrenys,430960,Alt Empordà,Comarques Gironines,2017,706,14,910,19.83,1289,65,,,0.000136,0.000061,,,,,,,,,,,,,,,,
Maçanet de la Selva,81424,Selva,Comarques Gironines,2017,6822,56,11032,8.21,1617,197,,,0.000543,0.000738,,,,,,,,,,,,,,,,
Madremanya,430976,Gironès,Comarques Gironines,2017,284,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Maià de Montcal,430995,Garrotxa,Comarques Gironines,2017,409,2,56,4.89,137,28,,,0.000019,0.000004,,,,,,,,,,,,,,,,
Maials,89058,Segrià,Ponent,2017,945,12,621,12.7,657,52,,,0.000116,0.000042,,,,,,,,,,,,,,,,
Maldà,171306,Urgell,Ponent,2017,227,4,184,17.62,811,46,,,0.000039,0.000012,,,,,,,,,,,,,,,,
Malgrat de Mar,251692,Maresme,Metropolità,2017,18345,278,33176,15.15,1808,119,0.9245,0.7412,0.002693,0.002219,4,16,30,35,69,24,82,18,202,3456,3824,6968,4822,1889,10309,1706
Malla,81653,Osona,Comarques Centrals,2017,264,9,10506,34.09,39795,1167,,,0.000087,0.000703,,,,,,,,,,,,,,,,
Manlleu,81666,Osona,Comarques Centrals,2017,20007,280,35102,14,1754,125,0.9214,0.78,0.002713,0.002348,16,27,9,37,50,23,102,16,4201,5165,2905,6448,3815,1757,9544,1267
Manresa,431093,Bages,Comarques Centrals,2017,75152,1208,226046,16.07,3008,187,0.9114,0.7351,0.011704,0.015121,72,112,53,213,250,102,340,66,10237,47277,29665,44940,28697,13615,43450,8165
Marçà,431107,Priorat,Camp de Tarragona,2017,602,8,409,13.29,679,51,,,0.000078,0.000027,,,,,,,,,,,,,,,,
Margalef,431114,Priorat,Camp de Tarragona,2017,101,1,73,9.9,723,73,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Marganell,251713,Bages,Comarques Centrals,2017,254,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Martorell,251749,Baix Llobregat,Metropolità,2017,27681,393,70173,14.2,2535,179,0.7964,0.6522,0.003808,0.004694,24,28,19,89,67,35,114,17,3198,8181,11692,18549,5847,3545,17602,1559
Martorelles,81770,Vallès Oriental,Metropolità,2017,4742,46,8016,9.7,1690,174,0.8478,0.6512,0.000446,0.000536,,,,,,,,,,,,,,,,
Mas de Barberans,431248,Montsià,Terres de l'Ebre,2017,584,10,318,17.12,545,32,,,0.000097,0.000021,,,,,,,,,,,,,,,,
Masarac,431264,Alt Empordà,Comarques Gironines,2017,279,2,216,7.17,774,108,,,0.000019,0.000014,,,,,,,,,,,,,,,,
Masdenverge,81810,Montsià,Terres de l'Ebre,2017,1067,11,1035,10.31,970,94,,,0.000107,0.000069,,,,,,,,,,,,,,,,
"Masies de Roda, les",431444,Osona,Comarques Centrals,2017,714,5,1036,7,1451,207,,,0.000048,0.000069,,,,,,,,,,,,,,,,
"Masies de Voltregà, les",171886,Osona,Comarques Centrals,2017,3140,29,3830,9.24,1220,132,,,0.000281,0.000256,,,,,,,,,,,,,,,,
Masllorenç,431457,Baix Penedès,Penedès,2017,496,6,3745,12.1,7550,624,,,0.000058,0.000251,,,,,,,,,,,,,,,,
"Masnou, el",430445,Maresme,Metropolità,2017,23288,286,32681,12.28,1403,114,0.6469,0.4518,0.002771,0.002186,16,29,8,58,44,26,94,11,1409,5604,7080,6093,2748,1668,7097,982
"Masó, la",250352,Alt Camp,Camp de Tarragona,2017,281,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Maspujols,252038,Baix Camp,Camp de Tarragona,2017,791,4,192,5.06,243,48,,,0.000039,0.000013,,,,,,,,,,,,,,,,
Masquefa,171959,Anoia,Penedès,2017,8514,84,14069,9.87,1652,167,0.7024,0.6558,0.000814,0.000941,,,,,,,,,,,,,,,,
"Masroig, el",252271,Priorat,Camp de Tarragona,2017,510,7,284,13.73,557,41,,,0.000068,0.000019,,,,,,,,,,,,,,,,
Massalcoreig,82861,Segrià,Ponent,2017,588,5,191,8.5,325,38,,,0.000048,0.000013,,,,,,,,,,,,,,,,
Massanes,431515,Selva,Comarques Gironines,2017,721,1,86,1.39,119,86,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Massoteres,431520,Segarra,Ponent,2017,214,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Matadepera,170144,Vallès Occidental,Metropolità,2017,9186,58,5187,6.31,565,89,0.6552,0.6518,0.000562,0.000347,,,,,,,,,,,,,,,,
Mataró,172076,Maresme,Metropolità,2017,126127,1854,281330,14.7,2231,152,0.8975,0.7787,0.017963,0.018819,124,149,82,297,382,156,565,99,18972,44522,27474,49390,49368,16417,60379,14808
Mediona,172082,Alt Penedès,Penedès,2017,2251,15,1547,6.66,687,103,,,0.000145,0.000103,,,,,,,,,,,,,,,,
Menàrguens,250432,Noguera,Ponent,2017,819,6,232,7.33,283,39,,,0.000058,0.000016,,,,,,,,,,,,,,,,
Meranges,259097,Cerdanya,Alt Pirineu i Aran,2017,99,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Mieres,431732,Garrotxa,Comarques Gironines,2017,318,1,17,3.14,53,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
"Milà, el",431747,Alt Camp,Camp de Tarragona,2017,182,1,13,5.49,71,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Miralcamp,251214,Pla d'Urgell,Ponent,2017,1358,7,392,5.15,289,56,,,0.000068,0.000026,,,,,,,,,,,,,,,,
Miravet,250371,Ribera d'Ebre,Terres de l'Ebre,2017,726,9,703,12.4,968,78,,,0.000087,0.000047,,,,,,,,,,,,,,,,
Moià,250582,Moianès,Comarques Centrals,2017,6065,96,9887,15.83,1630,103,,,0.00093,0.000661,,,,,,,,,,,,,,,,
"Molar, el",430311,Priorat,Camp de Tarragona,2017,286,4,318,13.99,1112,80,,,0.000039,0.000021,,,,,,,,,,,,,,,,
Molins de Rei,80272,Baix Llobregat,Metropolità,2017,25492,401,52083,15.73,2043,130,0.9377,0.8091,0.003885,0.003484,28,31,13,74,70,33,127,25,2120,16123,2836,9354,3923,2654,12750,2323
Mollerussa,80863,Pla d'Urgell,Ponent,2017,14574,276,40372,18.94,2770,146,971,0.9875,0.002674,0.002701,24,16,11,57,68,22,68,10,3472,4461,3406,11162,5287,2232,9379,973
Mollet de Peralada,170963,Alt Empordà,Comarques Gironines,2017,186,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Mollet del Vallès,81167,Vallès Oriental,Metropolità,2017,51128,649,100894,12.69,1973,155,0.9877,0.9343,0.006288,0.006749,26,32,29,125,122,52,222,41,2150,14448,16158,21294,11535,3791,26337,5181
Molló,81173,Ripollès,Comarques Gironines,2017,342,2,51,5.85,149,26,,,0.000019,0.000003,,,,,,,,,,,,,,,,
"Molsosa, la",251522,Solsonès,Comarques Centrals,2017,109,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Monistrol de Calders,431055,Moianès,Comarques Centrals,2017,677,5,345,7.39,510,69,,,0.000048,0.000023,,,,,,,,,,,,,,,,
Monistrol de Montserrat,171334,Bages,Comarques Centrals,2017,2935,30,4233,10.22,1442,141,,,0.000291,0.000283,,,,,,,,,,,,,,,,
Mont-ral,171390,Alt Camp,Camp de Tarragona,2017,164,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Mont-ras,259062,Baix Empordà,Comarques Gironines,2017,1725,27,8940,15.65,5183,331,,,0.000262,0.000598,,,,,,,,,,,,,,,,
Mont-roig del Camp,252398,Baix Camp,Camp de Tarragona,2017,11597,130,22472,11.21,1938,173,0.8538,0.5813,0.00126,0.001503,5,10,12,36,18,10,32,7,313,4153,2345,4332,1283,703,8902,441
Montagut i Oix,251229,Garrotxa,Comarques Gironines,2017,919,8,350,8.71,381,44,,,0.000078,0.000023,,,,,,,,,,,,,,,,
Montblanc,170887,Conca de Barberà,Camp de Tarragona,2017,7307,129,19742,17.65,2702,153,876,0.6665,0.00125,0.001321,,,,,,,,,,,,,,,,
Montbrió del Camp,251235,Baix Camp,Camp de Tarragona,2017,2806,32,6306,11.4,2247,197,,,0.00031,0.000422,,,,,,,,,,,,,,,,
Montcada i Reixac,251240,Vallès Occidental,Metropolità,2017,35063,367,53609,10.47,1529,146,0.8093,0.6,0.003556,0.003586,30,37,23,83,43,17,111,23,8716,8613,5267,12111,3441,1574,11965,1922
Montclar,170890,Berguedà,Comarques Centrals,2017,121,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Montellà i Martinet,170904,Cerdanya,Alt Pirineu i Aran,2017,554,11,607,19.86,1096,55,,,0.000107,0.000041,,,,,,,,,,,,,,,,
Montesquiu,170911,Osona,Comarques Centrals,2017,960,7,530,7.29,552,76,,,0.000068,0.000035,,,,,,,,,,,,,,,,
Montferrer i Castellbò,170926,Alt Urgell,Alt Pirineu i Aran,2017,1092,9,6819,8.24,6245,758,,,0.000087,0.000456,,,,,,,,,,,,,,,,
Montferri,251253,Alt Camp,Camp de Tarragona,2017,388,1,52,2.58,134,52,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Montgai,251266,Noguera,Ponent,2017,636,4,175,6.29,275,44,,,0.000039,0.000012,,,,,,,,,,,,,,,,
Montgat,251207,Maresme,Metropolità,2017,11748,84,10839,7.15,923,129,0.75,0.7707,0.000814,0.000725,3,3,3,20,6,7,35,7,176,759,215,2514,469,421,5581,704
Montmajor,170932,Berguedà,Comarques Centrals,2017,459,4,117,8.71,255,29,,,0.000039,0.000008,,,,,,,,,,,,,,,,
Montmaneu,251272,Anoia,Penedès,2017,153,2,310,13.07,2026,155,,,0.000019,0.000021,,,,,,,,,,,,,,,,
"Montmell, el",81075,Baix Penedès,Penedès,2017,1405,4,310,2.85,221,78,,,0.000039,0.000021,,,,,,,,,,,,,,,,
Montmeló,81081,Vallès Oriental,Metropolità,2017,8748,85,11610,9.72,1327,137,,,0.000824,0.000777,,,,,,,,,,,,,,,,
Montoliu de Lleida,251288,Segrià,Ponent,2017,469,4,241,8.53,514,60,,,0.000039,0.000016,,,,,,,,,,,,,,,,
Montoliu de Segarra,81069,Segarra,Ponent,2017,178,2,30,11.24,169,15,,,0.000019,0.000002,,,,,,,,,,,,,,,,
Montornès de Segarra,170947,Segarra,Ponent,2017,97,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Montornès del Vallès,251291,Vallès Oriental,Metropolità,2017,16240,165,24068,10.16,1482,146,0.8242,0.6321,0.001599,0.00161,7,18,6,32,23,7,61,11,696,5065,1196,5451,1630,490,8091,1449
Montseny,430733,Vallès Oriental,Metropolità,2017,343,7,654,20.41,1907,93,,,0.000068,0.000044,,,,,,,,,,,,,,,,
Móra d'Ebre,430748,Ribera d'Ebre,Terres de l'Ebre,2017,5625,100,19132,17.78,3401,191,0.97,0.9057,0.000969,0.00128,,,,,,,,,,,,,,,,
Móra la Nova,170950,Ribera d'Ebre,Terres de l'Ebre,2017,3070,50,6565,16.29,2138,131,,,0.000484,0.000439,,,,,,,,,,,,,,,,
"Morell, el",81094,Tarragonès,Camp de Tarragona,2017,3631,43,4581,11.84,1262,107,,,0.000417,0.000306,,,,,,,,,,,,,,,,
"Morera de Montsant, la",171024,Priorat,Camp de Tarragona,2017,158,2,116,12.66,734,58,,,0.000019,0.000008,,,,,,,,,,,,,,,,
Muntanyola,171030,Osona,Comarques Centrals,2017,613,1,69,1.63,113,69,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Mura,170979,Bages,Comarques Centrals,2017,227,4,376,17.62,1656,94,,,0.000039,0.000025,,,,,,,,,,,,,,,,
Nalec,170985,Urgell,Ponent,2017,101,1,43,9.9,426,43,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Naut Aran,251333,Aran,Alt Pirineu i Aran,2017,1781,33,3923,18.53,2203,119,,,0.00032,0.000262,,,,,,,,,,,,,,,,
Navarcles,251305,Bages,Comarques Centrals,2017,5950,56,7079,9.41,1190,126,,,0.000543,0.000474,,,,,,,,,,,,,,,,
Navàs,81108,Bages,Comarques Centrals,2017,6020,77,10221,12.79,1698,133,987,0.9697,0.000746,0.000684,,,,,,,,,,,,,,,,
Navata,81115,Alt Empordà,Comarques Gironines,2017,1307,5,398,3.83,305,80,,,0.000048,0.000027,,,,,,,,,,,,,,,,
Navès,81120,Solsonès,Comarques Centrals,2017,288,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Nou de Berguedà, la",81136,Berguedà,Comarques Centrals,2017,157,1,15,6.37,96,15,,,0.00001,0.000001,,,,,,,,,,,,,,,,
"Nou de Gaià, la",430764,Tarragonès,Camp de Tarragona,2017,563,5,491,8.88,872,98,,,0.000048,0.000033,,,,,,,,,,,,,,,,
Nulles,430751,Alt Camp,Camp de Tarragona,2017,464,3,294,6.47,634,98,,,0.000029,0.00002,,,,,,,,,,,,,,,,
Odèn,82423,Solsonès,Comarques Centrals,2017,256,2,181,7.81,707,91,,,0.000019,0.000012,,,,,,,,,,,,,,,,
Òdena,81141,Anoia,Penedès,2017,3614,23,9057,6.36,2506,394,,,0.000223,0.000606,,,,,,,,,,,,,,,,
Ogassa,81154,Ripollès,Comarques Gironines,2017,228,1,28,4.39,123,28,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Olèrdola,430770,Alt Penedès,Penedès,2017,3565,58,21160,16.27,5935,365,0.1897,0.0527,0.000562,0.001415,,,,,,,,,,,,,,,,
Olesa de Bonesvalls,171002,Alt Penedès,Penedès,2017,1734,8,854,4.61,493,107,,,0.000078,0.000057,,,,,,,,,,,,,,,,
Olesa de Montserrat,430786,Baix Llobregat,Metropolità,2017,23552,281,34397,11.93,1460,122,0.9502,0.8236,0.002722,0.002301,16,15,12,41,51,20,106,20,2121,3688,5210,5464,3888,1531,10615,1880
Oliana,430799,Alt Urgell,Alt Pirineu i Aran,2017,1826,34,7558,18.62,4139,222,,,0.000329,0.000506,,,,,,,,,,,,,,,,
Oliola,430810,Noguera,Ponent,2017,211,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Olius,81192,Solsonès,Comarques Centrals,2017,931,5,803,5.37,863,161,,,0.000048,0.000054,,,,,,,,,,,,,,,,
Olivella,251312,Garraf,Penedès,2017,3655,14,1422,3.83,389,102,,,0.000136,0.000095,,,,,,,,,,,,,,,,
Olost,171019,Osona,Comarques Centrals,2017,1197,15,1029,12.53,860,69,,,0.000145,0.000069,,,,,,,,,,,,,,,,
Olot,251327,Garrotxa,Comarques Gironines,2017,34194,516,79034,15.09,2311,153,0.9322,0.8598,0.004999,0.005287,26,45,18,80,109,58,153,27,4171,12309,9318,14682,10866,5899,19865,1924
"Oluges, les",81206,Segarra,Ponent,2017,155,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Olvan,81213,Berguedà,Comarques Centrals,2017,844,10,3520,11.85,4171,352,,,0.000097,0.000235,,,,,,,,,,,,,,,,
"Omellons, els",171045,Garrigues,Ponent,2017,210,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Omells de na Gaia, els",81228,Urgell,Ponent,2017,135,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Ordis,251348,Alt Empordà,Comarques Gironines,2017,364,2,50,5.49,137,25,,,0.000019,0.000003,,,,,,,,,,,,,,,,
Organyà,170998,Alt Urgell,Alt Pirineu i Aran,2017,801,17,1198,21.22,1496,70,,,0.000165,0.00008,,,,,,,,,,,,,,,,
Orís,171058,Osona,Comarques Centrals,2017,316,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Oristà,251351,Osona,Comarques Centrals,2017,547,6,306,10.97,559,51,,,0.000058,0.00002,,,,,,,,,,,,,,,,
Orpí,430846,Anoia,Penedès,2017,134,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Òrrius,81385,Maresme,Metropolità,2017,694,4,213,5.76,307,53,,,0.000039,0.000014,,,,,,,,,,,,,,,,
Os de Balaguer,81234,Noguera,Ponent,2017,1013,9,638,8.88,630,71,,,0.000087,0.000043,,,,,,,,,,,,,,,,
Osor,251370,Selva,Comarques Gironines,2017,421,2,56,4.75,133,28,,,0.000019,0.000004,,,,,,,,,,,,,,,,
Ossó de Sió,171061,Urgell,Ponent,2017,213,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pacs del Penedès,81249,Alt Penedès,Penedès,2017,902,4,884,4.43,980,221,,,0.000039,0.000059,,,,,,,,,,,,,,,,
Palafolls,171077,Maresme,Metropolità,2017,9171,84,14140,9.16,1542,168,0.7024,0.4175,0.000814,0.000946,,,,,,,,,,,,,,,,
Palafrugell,81287,Baix Empordà,Comarques Gironines,2017,22725,391,58523,17.21,2575,150,821,0.6672,0.003788,0.003915,18,32,22,76,85,32,92,34,1300,6486,7927,14041,6340,2527,16118,3784
Palamós,81271,Baix Empordà,Comarques Gironines,2017,17743,391,56702,22.04,3196,145,0.9361,0.7674,0.003788,0.003793,17,25,21,74,96,37,109,12,949,5880,5096,17953,6607,2970,16131,1116
"Palau d'Anglesola, el",430918,Pla d'Urgell,Ponent,2017,2183,19,1953,8.7,895,103,,,0.000184,0.000131,,,,,,,,,,,,,,,,
Palau de Santa Eulàlia,171100,Alt Empordà,Comarques Gironines,2017,96,2,69,20.83,719,35,,,0.000019,0.000005,,,,,,,,,,,,,,,,
Palau-sator,430923,Baix Empordà,Comarques Gironines,2017,285,3,260,10.53,912,87,,,0.000029,0.000017,,,,,,,,,,,,,,,,
Palau-saverdera,171096,Alt Empordà,Comarques Gironines,2017,1456,9,611,6.18,420,68,,,0.000087,0.000041,,,,,,,,,,,,,,,,
Palau-solità i Plegamans,430862,Vallès Occidental,Metropolità,2017,14626,207,27773,14.15,1899,134,,,0.002006,0.001858,11,17,6,41,30,36,53,13,1173,5797,1155,4887,3220,1842,7452,2247
"Pallaresos, els",430884,Tarragonès,Camp de Tarragona,2017,4635,18,2951,3.88,637,164,,,0.000174,0.000197,,,,,,,,,,,,,,,,
Pallejà,81252,Baix Llobregat,Metropolità,2017,11416,100,12707,8.76,1113,127,0.89,0.8574,0.000969,0.00085,8,10,6,20,14,10,28,4,1082,2966,507,2107,999,520,3583,943
"Palma d'Ebre, la",81304,Ribera d'Ebre,Terres de l'Ebre,2017,356,5,378,14.04,1062,76,,,0.000048,0.000025,,,,,,,,,,,,,,,,
"Palma de Cervelló, la",251399,Baix Llobregat,Metropolità,2017,2998,31,8116,10.34,2707,262,,,0.0003,0.000543,,,,,,,,,,,,,,,,
Palol de Revardit,81311,Pla de l'Estany,Comarques Gironines,2017,476,3,1326,6.3,2786,442,,,0.000029,0.000089,,,,,,,,,,,,,,,,
Pals,251403,Baix Empordà,Comarques Gironines,2017,2469,34,3821,13.77,1548,112,,,0.000329,0.000256,,,,,,,,,,,,,,,,
"Papiol, el",430897,Baix Llobregat,Metropolità,2017,4102,34,6919,8.29,1687,204,,,0.000329,0.000463,,,,,,,,,,,,,,,,
Pardines,251386,Ripollès,Comarques Gironines,2017,160,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Parets del Vallès,81265,Vallès Oriental,Metropolità,2017,18970,181,36526,9.54,1925,202,768,0.6344,0.001754,0.002443,8,26,12,36,20,16,48,15,623,8795,4264,10941,1142,2951,6605,1205
Parlavà,81326,Baix Empordà,Comarques Gironines,2017,394,7,973,17.77,2470,139,,,0.000068,0.000065,,,,,,,,,,,,,,,,
Passanant i Belltall,81332,Conca de Barberà,Camp de Tarragona,2017,149,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pau,81350,Alt Empordà,Comarques Gironines,2017,537,2,454,3.72,845,227,,,0.000019,0.00003,,,,,,,,,,,,,,,,
Paüls,251425,Baix Ebre,Terres de l'Ebre,2017,567,2,287,3.53,506,144,,,0.000019,0.000019,,,,,,,,,,,,,,,,
Pedret i Marzà,251410,Alt Empordà,Comarques Gironines,2017,186,3,618,16.13,3323,206,,,0.000029,0.000041,,,,,,,,,,,,,,,,
Penelles,251431,Noguera,Ponent,2017,463,4,578,8.64,1248,145,,,0.000039,0.000039,,,,,,,,,,,,,,,,
"Pera, la",81363,Baix Empordà,Comarques Gironines,2017,457,8,725,17.51,1586,91,,,0.000078,0.000048,,,,,,,,,,,,,,,,
Perafita,81379,Osona,Comarques Centrals,2017,411,4,137,9.73,333,34,,,0.000039,0.000009,,,,,,,,,,,,,,,,
Perafort,430939,Tarragonès,Camp de Tarragona,2017,1253,14,2659,11.17,2122,190,,,0.000136,0.000178,,,,,,,,,,,,,,,,
Peralada,430944,Alt Empordà,Comarques Gironines,2017,1859,12,886,6.46,477,74,,,0.000116,0.000059,,,,,,,,,,,,,,,,
Peramola,81290,Alt Urgell,Alt Pirineu i Aran,2017,341,4,168,11.73,493,42,,,0.000039,0.000011,,,,,,,,,,,,,,,,
